PROV98;Province0098;Province0098;Province0098;;Province0098;;;;;;;;;x
PROV99;Province0099;Province0099;Province0099;;Province0099;;;;;;;;;x
PROV100;Province0100;Province0100;Province0100;;Province0100;;;;;;;;;x
PROV101;Province0101;Province0101;Province0101;;Province0101;;;;;;;;;x
PROV102;Province0102;Province0102;Province0102;;Province0102;;;;;;;;;x
PROV103;Province0103;Province0103;Province0103;;Province0103;;;;;;;;;x
PROV104;Province0104;Province0104;Province0104;;Province0104;;;;;;;;;x
PROV105;Province0105;Province0105;Province0105;;Province0105;;;;;;;;;x
PROV106;Province0106;Province0106;Province0106;;Province0106;;;;;;;;;x
PROV107;Province0107;Province0107;Province0107;;Province0107;;;;;;;;;x
PROV108;Province0108;Province0108;Province0108;;Province0108;;;;;;;;;x
PROV109;Province0109;Province0109;Province0109;;Province0109;;;;;;;;;x
PROV110;Province0110;Province0110;Province0110;;Province0110;;;;;;;;;x
PROV111;Province0111;Province0111;Province0111;;Province0111;;;;;;;;;x
PROV112;Province0112;Province0112;Province0112;;Province0112;;;;;;;;;x
PROV113;Province0113;Province0113;Province0113;;Province0113;;;;;;;;;x
PROV114;Province0114;Province0114;Province0114;;Province0114;;;;;;;;;x
PROV115;Province0115;Province0115;Province0115;;Province0115;;;;;;;;;x
PROV116;Province0116;Province0116;Province0116;;Province0116;;;;;;;;;x
PROV117;Province0117;Province0117;Province0117;;Province0117;;;;;;;;;x
PROV118;Province0118;Province0118;Province0118;;Province0118;;;;;;;;;x
PROV119;Province0119;Province0119;Province0119;;Province0119;;;;;;;;;x
PROV120;Province0120;Province0120;Province0120;;Province0120;;;;;;;;;x
PROV121;Province0121;Province0121;Province0121;;Province0121;;;;;;;;;x
PROV122;Province0122;Province0122;Province0122;;Province0122;;;;;;;;;x
PROV123;Province0123;Province0123;Province0123;;Province0123;;;;;;;;;x
PROV124;Province0124;Province0124;Province0124;;Province0124;;;;;;;;;x
PROV125;Province0125;Province0125;Province0125;;Province0125;;;;;;;;;x
PROV126;Province0126;Province0126;Province0126;;Province0126;;;;;;;;;x
PROV127;Province0127;Province0127;Province0127;;Province0127;;;;;;;;;x
PROV128;Province0128;Province0128;Province0128;;Province0128;;;;;;;;;x
c_province0001_adj;Province0001;Province0001;Province0001;;Province0001;;;;;;;;;x
b_barony0001`;Barony0001`;Barony0001`;Barony0001`;;Barony0001`;;;;;;;;;x
b_barony0001a;Barony0001a;Barony0001a;Barony0001a;;Barony0001a;;;;;;;;;x
b_barony0001b;Barony0001b;Barony0001b;Barony0001b;;Barony0001b;;;;;;;;;x
b_barony0001c;Barony0001c;Barony0001c;Barony0001c;;Barony0001c;;;;;;;;;x
b_barony0001d;Barony0001d;Barony0001d;Barony0001d;;Barony0001d;;;;;;;;;x
b_barony0001e;Barony0001e;Barony0001e;Barony0001e;;Barony0001e;;;;;;;;;x
b_barony0001f;Barony0001f;Barony0001f;Barony0001f;;Barony0001f;;;;;;;;;x
b_barony0001g;Barony0001g;Barony0001g;Barony0001g;;Barony0001g;;;;;;;;;x
c_province0002_adj;Province0002;Province0002;Province0002;;Province0002;;;;;;;;;x
b_barony0002`;Barony0002`;Barony0002`;Barony0002`;;Barony0002`;;;;;;;;;x
b_barony0002a;Barony0002a;Barony0002a;Barony0002a;;Barony0002a;;;;;;;;;x
b_barony0002b;Barony0002b;Barony0002b;Barony0002b;;Barony0002b;;;;;;;;;x
b_barony0002c;Barony0002c;Barony0002c;Barony0002c;;Barony0002c;;;;;;;;;x
b_barony0002d;Barony0002d;Barony0002d;Barony0002d;;Barony0002d;;;;;;;;;x
b_barony0002e;Barony0002e;Barony0002e;Barony0002e;;Barony0002e;;;;;;;;;x
b_barony0002f;Barony0002f;Barony0002f;Barony0002f;;Barony0002f;;;;;;;;;x
b_barony0002g;Barony0002g;Barony0002g;Barony0002g;;Barony0002g;;;;;;;;;x
c_province0003_adj;Province0003;Province0003;Province0003;;Province0003;;;;;;;;;x
b_barony0003`;Barony0003`;Barony0003`;Barony0003`;;Barony0003`;;;;;;;;;x
b_barony0003a;Barony0003a;Barony0003a;Barony0003a;;Barony0003a;;;;;;;;;x
b_barony0003b;Barony0003b;Barony0003b;Barony0003b;;Barony0003b;;;;;;;;;x
b_barony0003c;Barony0003c;Barony0003c;Barony0003c;;Barony0003c;;;;;;;;;x
b_barony0003d;Barony0003d;Barony0003d;Barony0003d;;Barony0003d;;;;;;;;;x
b_barony0003e;Barony0003e;Barony0003e;Barony0003e;;Barony0003e;;;;;;;;;x
b_barony0003f;Barony0003f;Barony0003f;Barony0003f;;Barony0003f;;;;;;;;;x
b_barony0003g;Barony0003g;Barony0003g;Barony0003g;;Barony0003g;;;;;;;;;x
c_province0004_adj;Province0004;Province0004;Province0004;;Province0004;;;;;;;;;x
b_barony0004`;Barony0004`;Barony0004`;Barony0004`;;Barony0004`;;;;;;;;;x
b_barony0004a;Barony0004a;Barony0004a;Barony0004a;;Barony0004a;;;;;;;;;x
b_barony0004b;Barony0004b;Barony0004b;Barony0004b;;Barony0004b;;;;;;;;;x
b_barony0004c;Barony0004c;Barony0004c;Barony0004c;;Barony0004c;;;;;;;;;x
b_barony0004d;Barony0004d;Barony0004d;Barony0004d;;Barony0004d;;;;;;;;;x
b_barony0004e;Barony0004e;Barony0004e;Barony0004e;;Barony0004e;;;;;;;;;x
b_barony0004f;Barony0004f;Barony0004f;Barony0004f;;Barony0004f;;;;;;;;;x
b_barony0004g;Barony0004g;Barony0004g;Barony0004g;;Barony0004g;;;;;;;;;x
c_province0005_adj;Province0005;Province0005;Province0005;;Province0005;;;;;;;;;x
b_barony0005`;Barony0005`;Barony0005`;Barony0005`;;Barony0005`;;;;;;;;;x
b_barony0005a;Barony0005a;Barony0005a;Barony0005a;;Barony0005a;;;;;;;;;x
b_barony0005b;Barony0005b;Barony0005b;Barony0005b;;Barony0005b;;;;;;;;;x
b_barony0005c;Barony0005c;Barony0005c;Barony0005c;;Barony0005c;;;;;;;;;x
b_barony0005d;Barony0005d;Barony0005d;Barony0005d;;Barony0005d;;;;;;;;;x
b_barony0005e;Barony0005e;Barony0005e;Barony0005e;;Barony0005e;;;;;;;;;x
b_barony0005f;Barony0005f;Barony0005f;Barony0005f;;Barony0005f;;;;;;;;;x
b_barony0005g;Barony0005g;Barony0005g;Barony0005g;;Barony0005g;;;;;;;;;x
d_duchy0006;Duchy0006;Duchy0006;Duchy0006;;Duchy0006;;;;;;;;;x
d_duchy0006_adj;Duchy0006;Duchy0006;Duchy0006;;Duchy0006;;;;;;;;;x
c_province0006_adj;Province0006;Province0006;Province0006;;Province0006;;;;;;;;;x
b_barony0006`;Barony0006`;Barony0006`;Barony0006`;;Barony0006`;;;;;;;;;x
b_barony0006a;Barony0006a;Barony0006a;Barony0006a;;Barony0006a;;;;;;;;;x
b_barony0006b;Barony0006b;Barony0006b;Barony0006b;;Barony0006b;;;;;;;;;x
b_barony0006c;Barony0006c;Barony0006c;Barony0006c;;Barony0006c;;;;;;;;;x
b_barony0006d;Barony0006d;Barony0006d;Barony0006d;;Barony0006d;;;;;;;;;x
b_barony0006e;Barony0006e;Barony0006e;Barony0006e;;Barony0006e;;;;;;;;;x
b_barony0006f;Barony0006f;Barony0006f;Barony0006f;;Barony0006f;;;;;;;;;x
b_barony0006g;Barony0006g;Barony0006g;Barony0006g;;Barony0006g;;;;;;;;;x
k_kingdom0007;Kingdom0007;Kingdom0007;Kingdom0007;;Kingdom0007;;;;;;;;;x
k_kingdom0007_adj;Kingdom0007;Kingdom0007;Kingdom0007;;Kingdom0007;;;;;;;;;x
d_duchy0007;Duchy0007;Duchy0007;Duchy0007;;Duchy0007;;;;;;;;;x
d_duchy0007_adj;Duchy0007;Duchy0007;Duchy0007;;Duchy0007;;;;;;;;;x
c_province0007_adj;Province0007;Province0007;Province0007;;Province0007;;;;;;;;;x
b_barony0007`;Barony0007`;Barony0007`;Barony0007`;;Barony0007`;;;;;;;;;x
b_barony0007a;Barony0007a;Barony0007a;Barony0007a;;Barony0007a;;;;;;;;;x
b_barony0007b;Barony0007b;Barony0007b;Barony0007b;;Barony0007b;;;;;;;;;x
b_barony0007c;Barony0007c;Barony0007c;Barony0007c;;Barony0007c;;;;;;;;;x
b_barony0007d;Barony0007d;Barony0007d;Barony0007d;;Barony0007d;;;;;;;;;x
b_barony0007e;Barony0007e;Barony0007e;Barony0007e;;Barony0007e;;;;;;;;;x
b_barony0007f;Barony0007f;Barony0007f;Barony0007f;;Barony0007f;;;;;;;;;x
b_barony0007g;Barony0007g;Barony0007g;Barony0007g;;Barony0007g;;;;;;;;;x
d_duchy0008;Duchy0008;Duchy0008;Duchy0008;;Duchy0008;;;;;;;;;x
d_duchy0008_adj;Duchy0008;Duchy0008;Duchy0008;;Duchy0008;;;;;;;;;x
c_province0008_adj;Province0008;Province0008;Province0008;;Province0008;;;;;;;;;x
b_barony0008`;Barony0008`;Barony0008`;Barony0008`;;Barony0008`;;;;;;;;;x
b_barony0008a;Barony0008a;Barony0008a;Barony0008a;;Barony0008a;;;;;;;;;x
b_barony0008b;Barony0008b;Barony0008b;Barony0008b;;Barony0008b;;;;;;;;;x
b_barony0008c;Barony0008c;Barony0008c;Barony0008c;;Barony0008c;;;;;;;;;x
b_barony0008d;Barony0008d;Barony0008d;Barony0008d;;Barony0008d;;;;;;;;;x
b_barony0008e;Barony0008e;Barony0008e;Barony0008e;;Barony0008e;;;;;;;;;x
b_barony0008f;Barony0008f;Barony0008f;Barony0008f;;Barony0008f;;;;;;;;;x
b_barony0008g;Barony0008g;Barony0008g;Barony0008g;;Barony0008g;;;;;;;;;x
d_duchy0009;Duchy0009;Duchy0009;Duchy0009;;Duchy0009;;;;;;;;;x
d_duchy0009_adj;Duchy0009;Duchy0009;Duchy0009;;Duchy0009;;;;;;;;;x
c_province0009_adj;Province0009;Province0009;Province0009;;Province0009;;;;;;;;;x
b_barony0009`;Barony0009`;Barony0009`;Barony0009`;;Barony0009`;;;;;;;;;x
b_barony0009a;Barony0009a;Barony0009a;Barony0009a;;Barony0009a;;;;;;;;;x
b_barony0009b;Barony0009b;Barony0009b;Barony0009b;;Barony0009b;;;;;;;;;x
b_barony0009c;Barony0009c;Barony0009c;Barony0009c;;Barony0009c;;;;;;;;;x
b_barony0009d;Barony0009d;Barony0009d;Barony0009d;;Barony0009d;;;;;;;;;x
b_barony0009e;Barony0009e;Barony0009e;Barony0009e;;Barony0009e;;;;;;;;;x
b_barony0009f;Barony0009f;Barony0009f;Barony0009f;;Barony0009f;;;;;;;;;x
b_barony0009g;Barony0009g;Barony0009g;Barony0009g;;Barony0009g;;;;;;;;;x
c_province0010_adj;Province0010;Province0010;Province0010;;Province0010;;;;;;;;;x
b_barony0010`;Barony0010`;Barony0010`;Barony0010`;;Barony0010`;;;;;;;;;x
b_barony0010a;Barony0010a;Barony0010a;Barony0010a;;Barony0010a;;;;;;;;;x
b_barony0010b;Barony0010b;Barony0010b;Barony0010b;;Barony0010b;;;;;;;;;x
b_barony0010c;Barony0010c;Barony0010c;Barony0010c;;Barony0010c;;;;;;;;;x
b_barony0010d;Barony0010d;Barony0010d;Barony0010d;;Barony0010d;;;;;;;;;x
b_barony0010e;Barony0010e;Barony0010e;Barony0010e;;Barony0010e;;;;;;;;;x
b_barony0010f;Barony0010f;Barony0010f;Barony0010f;;Barony0010f;;;;;;;;;x
b_barony0010g;Barony0010g;Barony0010g;Barony0010g;;Barony0010g;;;;;;;;;x
c_province0011_adj;Province0011;Province0011;Province0011;;Province0011;;;;;;;;;x
b_barony0011`;Barony0011`;Barony0011`;Barony0011`;;Barony0011`;;;;;;;;;x
b_barony0011a;Barony0011a;Barony0011a;Barony0011a;;Barony0011a;;;;;;;;;x
b_barony0011b;Barony0011b;Barony0011b;Barony0011b;;Barony0011b;;;;;;;;;x
b_barony0011c;Barony0011c;Barony0011c;Barony0011c;;Barony0011c;;;;;;;;;x
b_barony0011d;Barony0011d;Barony0011d;Barony0011d;;Barony0011d;;;;;;;;;x
b_barony0011e;Barony0011e;Barony0011e;Barony0011e;;Barony0011e;;;;;;;;;x
b_barony0011f;Barony0011f;Barony0011f;Barony0011f;;Barony0011f;;;;;;;;;x
b_barony0011g;Barony0011g;Barony0011g;Barony0011g;;Barony0011g;;;;;;;;;x
c_province0012_adj;Province0012;Province0012;Province0012;;Province0012;;;;;;;;;x
b_barony0012`;Barony0012`;Barony0012`;Barony0012`;;Barony0012`;;;;;;;;;x
b_barony0012a;Barony0012a;Barony0012a;Barony0012a;;Barony0012a;;;;;;;;;x
b_barony0012b;Barony0012b;Barony0012b;Barony0012b;;Barony0012b;;;;;;;;;x
b_barony0012c;Barony0012c;Barony0012c;Barony0012c;;Barony0012c;;;;;;;;;x
b_barony0012d;Barony0012d;Barony0012d;Barony0012d;;Barony0012d;;;;;;;;;x
b_barony0012e;Barony0012e;Barony0012e;Barony0012e;;Barony0012e;;;;;;;;;x
b_barony0012f;Barony0012f;Barony0012f;Barony0012f;;Barony0012f;;;;;;;;;x
b_barony0012g;Barony0012g;Barony0012g;Barony0012g;;Barony0012g;;;;;;;;;x
c_province0013_adj;Province0013;Province0013;Province0013;;Province0013;;;;;;;;;x
b_barony0013`;Barony0013`;Barony0013`;Barony0013`;;Barony0013`;;;;;;;;;x
b_barony0013a;Barony0013a;Barony0013a;Barony0013a;;Barony0013a;;;;;;;;;x
b_barony0013b;Barony0013b;Barony0013b;Barony0013b;;Barony0013b;;;;;;;;;x
b_barony0013c;Barony0013c;Barony0013c;Barony0013c;;Barony0013c;;;;;;;;;x
b_barony0013d;Barony0013d;Barony0013d;Barony0013d;;Barony0013d;;;;;;;;;x
b_barony0013e;Barony0013e;Barony0013e;Barony0013e;;Barony0013e;;;;;;;;;x
b_barony0013f;Barony0013f;Barony0013f;Barony0013f;;Barony0013f;;;;;;;;;x
b_barony0013g;Barony0013g;Barony0013g;Barony0013g;;Barony0013g;;;;;;;;;x
c_province0014_adj;Province0014;Province0014;Province0014;;Province0014;;;;;;;;;x
b_barony0014`;Barony0014`;Barony0014`;Barony0014`;;Barony0014`;;;;;;;;;x
b_barony0014a;Barony0014a;Barony0014a;Barony0014a;;Barony0014a;;;;;;;;;x
b_barony0014b;Barony0014b;Barony0014b;Barony0014b;;Barony0014b;;;;;;;;;x
b_barony0014c;Barony0014c;Barony0014c;Barony0014c;;Barony0014c;;;;;;;;;x
b_barony0014d;Barony0014d;Barony0014d;Barony0014d;;Barony0014d;;;;;;;;;x
b_barony0014e;Barony0014e;Barony0014e;Barony0014e;;Barony0014e;;;;;;;;;x
b_barony0014f;Barony0014f;Barony0014f;Barony0014f;;Barony0014f;;;;;;;;;x
b_barony0014g;Barony0014g;Barony0014g;Barony0014g;;Barony0014g;;;;;;;;;x
k_kingdom0015;Kingdom0015;Kingdom0015;Kingdom0015;;Kingdom0015;;;;;;;;;x
k_kingdom0015_adj;Kingdom0015;Kingdom0015;Kingdom0015;;Kingdom0015;;;;;;;;;x
d_duchy0015;Duchy0015;Duchy0015;Duchy0015;;Duchy0015;;;;;;;;;x
d_duchy0015_adj;Duchy0015;Duchy0015;Duchy0015;;Duchy0015;;;;;;;;;x
c_province0015_adj;Province0015;Province0015;Province0015;;Province0015;;;;;;;;;x
b_barony0015`;Barony0015`;Barony0015`;Barony0015`;;Barony0015`;;;;;;;;;x
b_barony0015a;Barony0015a;Barony0015a;Barony0015a;;Barony0015a;;;;;;;;;x
b_barony0015b;Barony0015b;Barony0015b;Barony0015b;;Barony0015b;;;;;;;;;x
b_barony0015c;Barony0015c;Barony0015c;Barony0015c;;Barony0015c;;;;;;;;;x
b_barony0015d;Barony0015d;Barony0015d;Barony0015d;;Barony0015d;;;;;;;;;x
b_barony0015e;Barony0015e;Barony0015e;Barony0015e;;Barony0015e;;;;;;;;;x
b_barony0015f;Barony0015f;Barony0015f;Barony0015f;;Barony0015f;;;;;;;;;x
b_barony0015g;Barony0015g;Barony0015g;Barony0015g;;Barony0015g;;;;;;;;;x
c_province0016_adj;Province0016;Province0016;Province0016;;Province0016;;;;;;;;;x
b_barony0016`;Barony0016`;Barony0016`;Barony0016`;;Barony0016`;;;;;;;;;x
b_barony0016a;Barony0016a;Barony0016a;Barony0016a;;Barony0016a;;;;;;;;;x
b_barony0016b;Barony0016b;Barony0016b;Barony0016b;;Barony0016b;;;;;;;;;x
b_barony0016c;Barony0016c;Barony0016c;Barony0016c;;Barony0016c;;;;;;;;;x
b_barony0016d;Barony0016d;Barony0016d;Barony0016d;;Barony0016d;;;;;;;;;x
b_barony0016e;Barony0016e;Barony0016e;Barony0016e;;Barony0016e;;;;;;;;;x
b_barony0016f;Barony0016f;Barony0016f;Barony0016f;;Barony0016f;;;;;;;;;x
b_barony0016g;Barony0016g;Barony0016g;Barony0016g;;Barony0016g;;;;;;;;;x
c_province0017_adj;Province0017;Province0017;Province0017;;Province0017;;;;;;;;;x
b_barony0017`;Barony0017`;Barony0017`;Barony0017`;;Barony0017`;;;;;;;;;x
b_barony0017a;Barony0017a;Barony0017a;Barony0017a;;Barony0017a;;;;;;;;;x
b_barony0017b;Barony0017b;Barony0017b;Barony0017b;;Barony0017b;;;;;;;;;x
b_barony0017c;Barony0017c;Barony0017c;Barony0017c;;Barony0017c;;;;;;;;;x
b_barony0017d;Barony0017d;Barony0017d;Barony0017d;;Barony0017d;;;;;;;;;x
b_barony0017e;Barony0017e;Barony0017e;Barony0017e;;Barony0017e;;;;;;;;;x
b_barony0017f;Barony0017f;Barony0017f;Barony0017f;;Barony0017f;;;;;;;;;x
b_barony0017g;Barony0017g;Barony0017g;Barony0017g;;Barony0017g;;;;;;;;;x
c_province0018_adj;Province0018;Province0018;Province0018;;Province0018;;;;;;;;;x
b_barony0018`;Barony0018`;Barony0018`;Barony0018`;;Barony0018`;;;;;;;;;x
b_barony0018a;Barony0018a;Barony0018a;Barony0018a;;Barony0018a;;;;;;;;;x
b_barony0018b;Barony0018b;Barony0018b;Barony0018b;;Barony0018b;;;;;;;;;x
b_barony0018c;Barony0018c;Barony0018c;Barony0018c;;Barony0018c;;;;;;;;;x
b_barony0018d;Barony0018d;Barony0018d;Barony0018d;;Barony0018d;;;;;;;;;x
b_barony0018e;Barony0018e;Barony0018e;Barony0018e;;Barony0018e;;;;;;;;;x
b_barony0018f;Barony0018f;Barony0018f;Barony0018f;;Barony0018f;;;;;;;;;x
b_barony0018g;Barony0018g;Barony0018g;Barony0018g;;Barony0018g;;;;;;;;;x
c_province0019_adj;Province0019;Province0019;Province0019;;Province0019;;;;;;;;;x
b_barony0019`;Barony0019`;Barony0019`;Barony0019`;;Barony0019`;;;;;;;;;x
b_barony0019a;Barony0019a;Barony0019a;Barony0019a;;Barony0019a;;;;;;;;;x
b_barony0019b;Barony0019b;Barony0019b;Barony0019b;;Barony0019b;;;;;;;;;x
b_barony0019c;Barony0019c;Barony0019c;Barony0019c;;Barony0019c;;;;;;;;;x
b_barony0019d;Barony0019d;Barony0019d;Barony0019d;;Barony0019d;;;;;;;;;x
b_barony0019e;Barony0019e;Barony0019e;Barony0019e;;Barony0019e;;;;;;;;;x
b_barony0019f;Barony0019f;Barony0019f;Barony0019f;;Barony0019f;;;;;;;;;x
b_barony0019g;Barony0019g;Barony0019g;Barony0019g;;Barony0019g;;;;;;;;;x
c_province0020_adj;Province0020;Province0020;Province0020;;Province0020;;;;;;;;;x
b_barony0020`;Barony0020`;Barony0020`;Barony0020`;;Barony0020`;;;;;;;;;x
b_barony0020a;Barony0020a;Barony0020a;Barony0020a;;Barony0020a;;;;;;;;;x
b_barony0020b;Barony0020b;Barony0020b;Barony0020b;;Barony0020b;;;;;;;;;x
b_barony0020c;Barony0020c;Barony0020c;Barony0020c;;Barony0020c;;;;;;;;;x
b_barony0020d;Barony0020d;Barony0020d;Barony0020d;;Barony0020d;;;;;;;;;x
b_barony0020e;Barony0020e;Barony0020e;Barony0020e;;Barony0020e;;;;;;;;;x
b_barony0020f;Barony0020f;Barony0020f;Barony0020f;;Barony0020f;;;;;;;;;x
b_barony0020g;Barony0020g;Barony0020g;Barony0020g;;Barony0020g;;;;;;;;;x
d_duchy0021;Duchy0021;Duchy0021;Duchy0021;;Duchy0021;;;;;;;;;x
d_duchy0021_adj;Duchy0021;Duchy0021;Duchy0021;;Duchy0021;;;;;;;;;x
c_province0021_adj;Province0021;Province0021;Province0021;;Province0021;;;;;;;;;x
b_barony0021`;Barony0021`;Barony0021`;Barony0021`;;Barony0021`;;;;;;;;;x
b_barony0021a;Barony0021a;Barony0021a;Barony0021a;;Barony0021a;;;;;;;;;x
b_barony0021b;Barony0021b;Barony0021b;Barony0021b;;Barony0021b;;;;;;;;;x
b_barony0021c;Barony0021c;Barony0021c;Barony0021c;;Barony0021c;;;;;;;;;x
b_barony0021d;Barony0021d;Barony0021d;Barony0021d;;Barony0021d;;;;;;;;;x
